System_Vendor,Platform_Type,Product_Name_Prefixes,Mode_Names,Asic_Type,Variant_Attributes
celestica,PLATFORM_MONTBLANC,Montblanc-MONTBLANC-Montblancm-MONTBLANCM-MINIPACK3_CHASSIS_BUNDLE,montblanc-montblancm-minipack3ba,ASIC_TYPE_TOMAHAWK5,montblanc_odd_ports_8x100G=true
