TCVR_CHIP_ID,TCVR_CORE_ID,TCVR_LANE,OE_CHIP_ID,OE_CORE_ID,OE_LANE,LASER_SOURCE_CHIP_ID,LASER_SOURCE_CORE_ID,LASER_SOURCE_LANE
10,0,4,12,0,4,12,0,4
10,0,5,12,0,5,12,0,5
10,0,6,12,0,6,12,0,6
10,0,7,12,0,7,12,0,7
10,0,8,12,0,8,12,0,8
10,0,9,12,0,9,12,0,9
10,0,10,12,0,10,12,0,10
10,0,11,12,0,11,12,0,11
10,0,12,12,0,12,12,0,12
10,0,13,12,0,13,12,0,13
10,0,14,12,0,14,12,0,14
10,0,15,12,0,15,12,0,15
10,0,16,12,0,16,12,0,16
10,0,17,12,0,17,12,0,17
10,0,18,12,0,18,12,0,18
10,0,19,12,0,19,12,0,19
10,0,20,12,0,20,12,0,20
10,0,21,12,0,21,12,0,21
10,0,22,12,0,22,12,0,22
10,0,23,12,0,23,12,0,23
10,0,24,12,0,24,12,0,24
10,0,25,12,0,25,12,0,25
10,0,26,12,0,26,12,0,26
10,0,27,12,0,27,12,0,27
10,0,28,12,0,28,12,0,28
10,0,29,12,0,29,12,0,29
10,0,30,12,0,30,12,0,30
10,0,31,12,0,31,12,0,31
11,0,0,13,0,0,13,0,0
11,0,1,13,0,1,13,0,1
11,0,2,13,0,2,13,0,2
11,0,3,13,0,3,13,0,3
11,0,4,13,0,4,13,0,4
11,0,5,13,0,5,13,0,5
11,0,6,13,0,6,13,0,6
11,0,7,13,0,7,13,0,7
11,0,8,13,0,8,13,0,8
11,0,9,13,0,9,13,0,9
11,0,10,13,0,10,13,0,10
11,0,11,13,0,11,13,0,11
11,0,12,13,0,12,13,0,12
11,0,13,13,0,13,13,0,13
11,0,14,13,0,14,13,0,14
11,0,15,13,0,15,13,0,15
11,0,16,13,0,16,13,0,16
11,0,17,13,0,17,13,0,17
11,0,18,13,0,18,13,0,18
11,0,19,13,0,19,13,0,19
11,0,20,13,0,20,13,0,20
11,0,21,13,0,21,13,0,21
11,0,22,13,0,22,13,0,22
11,0,23,13,0,23,13,0,23
11,0,24,13,0,24,13,0,24
11,0,25,13,0,25,13,0,25
11,0,26,13,0,26,13,0,26
11,0,27,13,0,27,13,0,27
11,0,28,13,0,28,13,0,28
11,0,29,13,0,29,13,0,29
11,0,30,13,0,30,13,0,30
11,0,31,13,0,31,13,0,31
12,0,0,14,0,0,14,0,0
12,0,1,14,0,1,14,0,1
12,0,2,14,0,2,14,0,2
12,0,3,14,0,3,14,0,3
12,0,4,14,0,4,14,0,4
12,0,5,14,0,5,14,0,5
12,0,6,14,0,6,14,0,6
12,0,7,14,0,7,14,0,7
12,0,8,14,0,8,14,0,8
