System_Vendor,Platform_Type,Product_Name_Prefixes,Mode_Names,Asic_Type,Variant_Attributes
celestica,PLATFORM_LADAKH800BCLS,LADAKH800BCLS-LADAKH800BCLSM,ladakh800bcls-ladakh800bclsm,ASIC_TYPE_TOMAHAWK6,test_fixture=false;osfp_tray=false
