TcvrId,TcvrLaneIdList,PimId,AccessControllerId,AccessControlType,ResetPath,ResetMask,ResetHoldHi,PresentPath,PresentMask,PresentHoldHi,IoControllerId,IoControlType,IoPath,LedId,LedBluePath,LedYellowPath
11,1 2 3 4 5 6 7 8,1,11,CPLD,/run/devmap/xcvrs/xcvr_ctrl_37/xcvr_reset_37,1,0,/run/devmap/xcvrs/xcvr_ctrl_37/xcvr_present_37,1,0,11,I2C,/run/devmap/xcvrs/xcvr_io_11,11,/sys/class/leds/port3_led1:blue:status,/sys/class/leds/port3_led2:amber:status
12,1 2 3 4 5 6 7 8,1,12,CPLD,/run/devmap/xcvrs/xcvr_ctrl_38/xcvr_reset_38,1,0,/run/devmap/xcvrs/xcvr_ctrl_38/xcvr_present_38,1,0,12,I2C,/run/devmap/xcvrs/xcvr_io_12,12,/sys/class/leds/port4_led1:blue:status,/sys/class/leds/port4_led2:amber:status
13,1 2 3 4 5 6 7 8,1,13,CPLD,/run/devmap/xcvrs/xcvr_ctrl_39/xcvr_reset_39,1,0,/run/devmap/xcvrs/xcvr_ctrl_39/xcvr_present_39,1,0,13,I2C,/run/devmap/xcvrs/xcvr_io_13,13,/sys/class/leds/port35_led1:blue:status,/sys/class/leds/port35_led2:amber:status
14,1 2 3 4 5 6 7 8,1,14,CPLD,/run/devmap/xcvrs/xcvr_ctrl_40/xcvr_reset_40,1,0,/run/devmap/xcvrs/xcvr_ctrl_40/xcvr_present_40,1,0,14,I2C,/run/devmap/xcvrs/xcvr_io_14,14,/sys/class/leds/port36_led1:blue:status,/sys/class/leds/port36_led2:amber:status
15,1 2 3 4 5 6 7 8,1,15,CPLD,/run/devmap/xcvrs/xcvr_ctrl_99/xcvr_reset_99,1,0,/run/devmap/xcvrs/xcvr_ctrl_99/xcvr_present_99,1,0,15,I2C,/run/devmap/xcvrs/xcvr_io_15,15,/sys/class/leds/port67_led1:blue:status,/sys/class/leds/port67_led2:amber:status
16,1 2 3 4 5 6 7 8,1,16,CPLD,/run/devmap/xcvrs/xcvr_ctrl_100/xcvr_reset_100,1,0,/run/devmap/xcvrs/xcvr_ctrl_100/xcvr_present_100,1,0,16,I2C,/run/devmap/xcvrs/xcvr_io_16,16,/sys/class/leds/port68_led1:blue:status,/sys/class/leds/port68_led2:amber:status
17,1 2 3 4 5 6 7 8,1,17,CPLD,/run/devmap/xcvrs/xcvr_ctrl_5/xcvr_reset_5,1,0,/run/devmap/xcvrs/xcvr_ctrl_5/xcvr_present_5,1,0,17,I2C,/run/devmap/xcvrs/xcvr_io_17,17,/sys/class/leds/port101_led1:blue:status,/sys/class/leds/port101_led2:amber:status
18,1 2 3 4 5 6 7 8,1,18,CPLD,/run/devmap/xcvrs/xcvr_ctrl_6/xcvr_reset_6,1,0,/run/devmap/xcvrs/xcvr_ctrl_6/xcvr_present_6,1,0,18,I2C,/run/devmap/xcvrs/xcvr_io_18,18,/sys/class/leds/port102_led1:blue:status,/sys/class/leds/port102_led2:amber:status
19,1 2 3 4 5 6 7 8,1,19,CPLD,/run/devmap/xcvrs/xcvr_ctrl_41/xcvr_reset_41,1,0,/run/devmap/xcvrs/xcvr_ctrl_41/xcvr_present_41,1,0,19,I2C,/run/devmap/xcvrs/xcvr_io_19,19,/sys/class/leds/port5_led1:blue:status,/sys/class/leds/port5_led2:amber:status
20,1 2 3 4 5 6 7 8,1,20,CPLD,/run/devmap/xcvrs/xcvr_ctrl_42/xcvr_reset_42,1,0,/run/devmap/xcvrs/xcvr_ctrl_42/xcvr_present_42,1,0,20,I2C,/run/devmap/xcvrs/xcvr_io_20,20,/sys/class/leds/port6_led1:blue:status,/sys/class/leds/port6_led2:amber:status
21,1 2 3 4 5 6 7 8,1,21,CPLD,/run/devmap/xcvrs/xcvr_ctrl_43/xcvr_reset_43,1,0,/run/devmap/xcvrs/xcvr_ctrl_43/xcvr_present_43,1,0,21,I2C,/run/devmap/xcvrs/xcvr_io_21,21,/sys/class/leds/port37_led1:blue:status,/sys/class/leds/port37_led2:amber:status
22,1 2 3 4 5 6 7 8,1,22,CPLD,/run/devmap/xcvrs/xcvr_ctrl_44/xcvr_reset_44,1,0,/run/devmap/xcvrs/xcvr_ctrl_44/xcvr_present_44,1,0,22,I2C,/run/devmap/xcvrs/xcvr_io_22,22,/sys/class/leds/port38_led1:blue:status,/sys/class/leds/port38_led2:amber:status
23,1 2 3 4 5 6 7 8,1,23,CPLD,/run/devmap/xcvrs/xcvr_ctrl_101/xcvr_reset_101,1,0,/run/devmap/xcvrs/xcvr_ctrl_101/xcvr_present_101,1,0,23,I2C,/run/devmap/xcvrs/xcvr_io_23,23,/sys/class/leds/port69_led1:blue:status,/sys/class/leds/port69_led2:amber:status
24,1 2 3 4 5 6 7 8,1,24,CPLD,/run/devmap/xcvrs/xcvr_ctrl_102/xcvr_reset_102,1,0,/run/devmap/xcvrs/xcvr_ctrl_102/xcvr_present_102,1,0,24,I2C,/run/devmap/xcvrs/xcvr_io_24,24,/sys/class/leds/port70_led1:blue:status,/sys/class/leds/port70_led2:amber:status
25,1 2 3 4 5 6 7 8,1,25,CPLD,/run/devmap/xcvrs/xcvr_ctrl_7/xcvr_reset_7,1,0,/run/devmap/xcvrs/xcvr_ctrl_7/xcvr_present_7,1,0,25,I2C,/run/devmap/xcvrs/xcvr_io_25,25,/sys/class/leds/port103_led1:blue:status,/sys/class/leds/port103_led2:amber:status
26,1 2 3 4 5 6 7 8,1,26,CPLD,/run/devmap/xcvrs/xcvr_ctrl_8/xcvr_reset_8,1,0,/run/devmap/xcvrs/xcvr_ctrl_8/xcvr_present_8,1,0,26,I2C,/run/devmap/xcvrs/xcvr_io_26,26,/sys/class/leds/port104_led1:blue:status,/sys/class/leds/port104_led2:amber:status
27,1 2 3 4 5 6 7 8,1,27,CPLD,/run/devmap/xcvrs/xcvr_ctrl_45/xcvr_reset_45,1,0,/run/devmap/xcvrs/xcvr_ctrl_45/xcvr_present_45,1,0,27,I2C,/run/devmap/xcvrs/xcvr_io_27,27,/sys/class/leds/port7_led1:blue:status,/sys/class/leds/port7_led2:amber:status
28,1 2 3 4 5 6 7 8,1,28,CPLD,/run/devmap/xcvrs/xcvr_ctrl_46/xcvr_reset_46,1,0,/run/devmap/xcvrs/xcvr_ctrl_46/xcvr_present_46,1,0,28,I2C,/run/devmap/xcvrs/xcvr_io_28,28,/sys/class/leds/port8_led1:blue:status,/sys/class/leds/port8_led2:amber:status
29,1 2 3 4 5 6 7 8,1,29,CPLD,/run/devmap/xcvrs/xcvr_ctrl_47/xcvr_reset_47,1,0,/run/devmap/xcvrs/xcvr_ctrl_47/xcvr_present_47,1,0,29,I2C,/run/devmap/xcvrs/xcvr_io_29,29,/sys/class/leds/port39_led1:blue:status,/sys/class/leds/port39_led2:amber:status
30,1 2 3 4 5 6 7 8,1,30,CPLD,/run/devmap/xcvrs/xcvr_ctrl_48/xcvr_reset_48,1,0,/run/devmap/xcvrs/xcvr_ctrl_48/xcvr_present_48,1,0,30,I2C,/run/devmap/xcvrs/xcvr_io_30,30,/sys/class/leds/port40_led1:blue:status,/sys/class/leds/port40_led2:amber:status
31,1 2 3 4 5 6 7 8,1,31,CPLD,/run/devmap/xcvrs/xcvr_ctrl_103/xcvr_reset_103,1,0,/run/devmap/xcvrs/xcvr_ctrl_103/xcvr_present_103,1,0,31,I2C,/run/devmap/xcvrs/xcvr_io_31,31,/sys/class/leds/port71_led1:blue:status,/sys/class/leds/port71_led2:amber:status
32,1 2 3 4 5 6 7 8,1,32,CPLD,/run/devmap/xcvrs/xcvr_ctrl_104/xcvr_reset_104,1,0,/run/devmap/xcvrs/xcvr_ctrl_104/xcvr_present_104,1,0,32,I2C,/run/devmap/xcvrs/xcvr_io_32,32,/sys/class/leds/port72_led1:blue:status,/sys/class/leds/port72_led2:amber:status
33,1 2 3 4 5 6 7 8,1,33,CPLD,/run/devmap/xcvrs/xcvr_ctrl_9/xcvr_reset_9,1,0,/run/devmap/xcvrs/xcvr_ctrl_9/xcvr_present_9,1,0,33,I2C,/run/devmap/xcvrs/xcvr_io_33,33,/sys/class/leds/port105_led1:blue:status,/sys/class/leds/port105_led2:amber:status
34,1 2 3 4 5 6 7 8,1,34,CPLD,/run/devmap/xcvrs/xcvr_ctrl_10/xcvr_reset_10,1,0,/run/devmap/xcvrs/xcvr_ctrl_10/xcvr_present_10,1,0,34,I2C,/run/devmap/xcvrs/xcvr_io_34,34,/sys/class/leds/port106_led1:blue:status,/sys/class/leds/port106_led2:amber:status
35,1 2 3 4 5 6 7 8,1,35,CPLD,/run/devmap/xcvrs/xcvr_ctrl_49/xcvr_reset_49,1,0,/run/devmap/xcvrs/xcvr_ctrl_49/xcvr_present_49,1,0,35,I2C,/run/devmap/xcvrs/xcvr_io_35,35,/sys/class/leds/port9_led1:blue:status,/sys/class/leds/port9_led2:amber:status
36,1 2 3 4 5 6 7 8,1,36,CPLD,/run/devmap/xcvrs/xcvr_ctrl_50/xcvr_reset_50,1,0,/run/devmap/xcvrs/xcvr_ctrl_50/xcvr_present_50,1,0,36,I2C,/run/devmap/xcvrs/xcvr_io_36,36,/sys/class/leds/port10_led1:blue:status,/sys/class/leds/port10_led2:amber:status
37,1 2 3 4 5 6 7 8,1,37,CPLD,/run/devmap/xcvrs/xcvr_ctrl_51/xcvr_reset_51,1,0,/run/devmap/xcvrs/xcvr_ctrl_51/xcvr_present_51,1,0,37,I2C,/run/devmap/xcvrs/xcvr_io_37,37,/sys/class/leds/port41_led1:blue:status,/sys/class/leds/port41_led2:amber:status
38,1 2 3 4 5 6 7 8,1,38,CPLD,/run/devmap/xcvrs/xcvr_ctrl_52/xcvr_reset_52,1,0,/run/devmap/xcvrs/xcvr_ctrl_52/xcvr_present_52,1,0,38,I2C,/run/devmap/xcvrs/xcvr_io_38,38,/sys/class/leds/port42_led1:blue:status,/sys/class/leds/port42_led2:amber:status
39,1 2 3 4 5 6 7 8,1,39,CPLD,/run/devmap/xcvrs/xcvr_ctrl_105/xcvr_reset_105,1,0,/run/devmap/xcvrs/xcvr_ctrl_105/xcvr_present_105,1,0,39,I2C,/run/devmap/xcvrs/xcvr_io_39,39,/sys/class/leds/port73_led1:blue:status,/sys/class/leds/port73_led2:amber:status
40,1 2 3 4 5 6 7 8,1,40,CPLD,/run/devmap/xcvrs/xcvr_ctrl_106/xcvr_reset_106,1,0,/run/devmap/xcvrs/xcvr_ctrl_106/xcvr_present_106,1,0,40,I2C,/run/devmap/xcvrs/xcvr_io_40,40,/sys/class/leds/port74_led1:blue:status,/sys/class/leds/port74_led2:amber:status
41,1 2 3 4 5 6 7 8,1,41,CPLD,/run/devmap/xcvrs/xcvr_ctrl_11/xcvr_reset_11,1,0,/run/devmap/xcvrs/xcvr_ctrl_11/xcvr_present_11,1,0,41,I2C,/run/devmap/xcvrs/xcvr_io_41,41,/sys/class/leds/port107_led1:blue:status,/sys/class/leds/port107_led2:amber:status
42,1 2 3 4 5 6 7 8,1,42,CPLD,/run/devmap/xcvrs/xcvr_ctrl_12/xcvr_reset_12,1,0,/run/devmap/xcvrs/xcvr_ctrl_12/xcvr_present_12,1,0,42,I2C,/run/devmap/xcvrs/xcvr_io_42,42,/sys/class/leds/port108_led1:blue:status,/sys/class/leds/port108_led2:amber:status
43,1 2 3 4 5 6 7 8,1,43,CPLD,/run/devmap/xcvrs/xcvr_ctrl_53/xcvr_reset_53,1,0,/run/devmap/xcvrs/xcvr_ctrl_53/xcvr_present_53,1,0,43,I2C,/run/devmap/xcvrs/xcvr_io_43,43,/sys/class/leds/port11_led1:blue:status,/sys/class/leds/port11_led2:amber:status
44,1 2 3 4 5 6 7 8,1,44,CPLD,/run/devmap/xcvrs/xcvr_ctrl_54/xcvr_reset_54,1,0,/run/devmap/xcvrs/xcvr_ctrl_54/xcvr_present_54,1,0,44,I2C,/run/devmap/xcvrs/xcvr_io_44,44,/sys/class/leds/port12_led1:blue:status,/sys/class/leds/port12_led2:amber:status
45,1 2 3 4 5 6 7 8,1,45,CPLD,/run/devmap/xcvrs/xcvr_ctrl_55/xcvr_reset_55,1,0,/run/devmap/xcvrs/xcvr_ctrl_55/xcvr_present_55,1,0,45,I2C,/run/devmap/xcvrs/xcvr_io_45,45,/sys/class/leds/port43_led1:blue:status,/sys/class/leds/port43_led2:amber:status
46,1 2 3 4 5 6 7 8,1,46,CPLD,/run/devmap/xcvrs/xcvr_ctrl_56/xcvr_reset_56,1,0,/run/devmap/xcvrs/xcvr_ctrl_56/xcvr_present_56,1,0,46,I2C,/run/devmap/xcvrs/xcvr_io_46,46,/sys/class/leds/port44_led1:blue:status,/sys/class/leds/port44_led2:amber:status
47,1 2 3 4 5 6 7 8,1,47,CPLD,/run/devmap/xcvrs/xcvr_ctrl_107/xcvr_reset_107,1,0,/run/devmap/xcvrs/xcvr_ctrl_107/xcvr_present_107,1,0,47,I2C,/run/devmap/xcvrs/xcvr_io_47,47,/sys/class/leds/port75_led1:blue:status,/sys/class/leds/port75_led2:amber:status
48,1 2 3 4 5 6 7 8,1,48,CPLD,/run/devmap/xcvrs/xcvr_ctrl_108/xcvr_reset_108,1,0,/run/devmap/xcvrs/xcvr_ctrl_108/xcvr_present_108,1,0,48,I2C,/run/devmap/xcvrs/xcvr_io_48,48,/sys/class/leds/port76_led1:blue:status,/sys/class/leds/port76_led2:amber:status
49,1 2 3 4 5 6 7 8,1,49,CPLD,/run/devmap/xcvrs/xcvr_ctrl_13/xcvr_reset_13,1,0,/run/devmap/xcvrs/xcvr_ctrl_13/xcvr_present_13,1,0,49,I2C,/run/devmap/xcvrs/xcvr_io_49,49,/sys/class/leds/port109_led1:blue:status,/sys/class/leds/port109_led2:amber:status
50,1 2 3 4 5 6 7 8,1,50,CPLD,/run/devmap/xcvrs/xcvr_ctrl_14/xcvr_reset_14,1,0,/run/devmap/xcvrs/xcvr_ctrl_14/xcvr_present_14,1,0,50,I2C,/run/devmap/xcvrs/xcvr_io_50,50,/sys/class/leds/port110_led1:blue:status,/sys/class/leds/port110_led2:amber:status
51,1 2 3 4 5 6 7 8,1,51,CPLD,/run/devmap/xcvrs/xcvr_ctrl_57/xcvr_reset_57,1,0,/run/devmap/xcvrs/xcvr_ctrl_57/xcvr_present_57,1,0,51,I2C,/run/devmap/xcvrs/xcvr_io_51,51,/sys/class/leds/port13_led1:blue:status,/sys/class/leds/port13_led2:amber:status
52,1 2 3 4 5 6 7 8,1,52,CPLD,/run/devmap/xcvrs/xcvr_ctrl_58/xcvr_reset_58,1,0,/run/devmap/xcvrs/xcvr_ctrl_58/xcvr_present_58,1,0,52,I2C,/run/devmap/xcvrs/xcvr_io_52,52,/sys/class/leds/port14_led1:blue:status,/sys/class/leds/port14_led2:amber:status
53,1 2 3 4 5 6 7 8,1,53,CPLD,/run/devmap/xcvrs/xcvr_ctrl_59/xcvr_reset_59,1,0,/run/devmap/xcvrs/xcvr_ctrl_59/xcvr_present_59,1,0,53,I2C,/run/devmap/xcvrs/xcvr_io_53,53,/sys/class/leds/port45_led1:blue:status,/sys/class/leds/port45_led2:amber:status
54,1 2 3 4 5 6 7 8,1,54,CPLD,/run/devmap/xcvrs/xcvr_ctrl_60/xcvr_reset_60,1,0,/run/devmap/xcvrs/xcvr_ctrl_60/xcvr_present_60,1,0,54,I2C,/run/devmap/xcvrs/xcvr_io_54,54,/sys/class/leds/port46_led1:blue:status,/sys/class/leds/port46_led2:amber:status
55,1 2 3 4 5 6 7 8,1,55,CPLD,/run/devmap/xcvrs/xcvr_ctrl_109/xcvr_reset_109,1,0,/run/devmap/xcvrs/xcvr_ctrl_109/xcvr_present_109,1,0,55,I2C,/run/devmap/xcvrs/xcvr_io_55,55,/sys/class/leds/port77_led1:blue:status,/sys/class/leds/port77_led2:amber:status
56,1 2 3 4 5 6 7 8,1,56,CPLD,/run/devmap/xcvrs/xcvr_ctrl_110/xcvr_reset_110,1,0,/run/devmap/xcvrs/xcvr_ctrl_110/xcvr_present_110,1,0,56,I2C,/run/devmap/xcvrs/xcvr_io_56,56,/sys/class/leds/port78_led1:blue:status,/sys/class/leds/port78_led2:amber:status
57,1 2 3 4 5 6 7 8,1,57,CPLD,/run/devmap/xcvrs/xcvr_ctrl_15/xcvr_reset_15,1,0,/run/devmap/xcvrs/xcvr_ctrl_15/xcvr_present_15,1,0,57,I2C,/run/devmap/xcvrs/xcvr_io_57,57,/sys/class/leds/port111_led1:blue:status,/sys/class/leds/port111_led2:amber:status
58,1 2 3 4 5 6 7 8,1,58,CPLD,/run/devmap/xcvrs/xcvr_ctrl_16/xcvr_reset_16,1,0,/run/devmap/xcvrs/xcvr_ctrl_16/xcvr_present_16,1,0,58,I2C,/run/devmap/xcvrs/xcvr_io_58,58,/sys/class/leds/port112_led1:blue:status,/sys/class/leds/port112_led2:amber:status
59,1 2 3 4 5 6 7 8,1,59,CPLD,/run/devmap/xcvrs/xcvr_ctrl_61/xcvr_reset_61,1,0,/run/devmap/xcvrs/xcvr_ctrl_61/xcvr_present_61,1,0,59,I2C,/run/devmap/xcvrs/xcvr_io_59,59,/sys/class/leds/port15_led1:blue:status,/sys/class/leds/port15_led2:amber:status
60,1 2 3 4 5 6 7 8,1,60,CPLD,/run/devmap/xcvrs/xcvr_ctrl_62/xcvr_reset_62,1,0,/run/devmap/xcvrs/xcvr_ctrl_62/xcvr_present_62,1,0,60,I2C,/run/devmap/xcvrs/xcvr_io_60,60,/sys/class/leds/port16_led1:blue:status,/sys/class/leds/port16_led2:amber:status
61,1 2 3 4 5 6 7 8,1,61,CPLD,/run/devmap/xcvrs/xcvr_ctrl_63/xcvr_reset_63,1,0,/run/devmap/xcvrs/xcvr_ctrl_63/xcvr_present_63,1,0,61,I2C,/run/devmap/xcvrs/xcvr_io_61,61,/sys/class/leds/port47_led1:blue:status,/sys/class/leds/port47_led2:amber:status
62,1 2 3 4 5 6 7 8,1,62,CPLD,/run/devmap/xcvrs/xcvr_ctrl_64/xcvr_reset_64,1,0,/run/devmap/xcvrs/xcvr_ctrl_64/xcvr_present_64,1,0,62,I2C,/run/devmap/xcvrs/xcvr_io_62,62,/sys/class/leds/port48_led1:blue:status,/sys/class/leds/port48_led2:amber:status
63,1 2 3 4 5 6 7 8,1,63,CPLD,/run/devmap/xcvrs/xcvr_ctrl_111/xcvr_reset_111,1,0,/run/devmap/xcvrs/xcvr_ctrl_111/xcvr_present_111,1,0,63,I2C,/run/devmap/xcvrs/xcvr_io_63,63,/sys/class/leds/port79_led1:blue:status,/sys/class/leds/port79_led2:amber:status
64,1 2 3 4 5 6 7 8,1,64,CPLD,/run/devmap/xcvrs/xcvr_ctrl_112/xcvr_reset_112,1,0,/run/devmap/xcvrs/xcvr_ctrl_112/xcvr_present_112,1,0,64,I2C,/run/devmap/xcvrs/xcvr_io_64,64,/sys/class/leds/port80_led1:blue:status,/sys/class/leds/port80_led2:amber:status
65,1 2 3 4 5 6 7 8,1,65,CPLD,/run/devmap/xcvrs/xcvr_ctrl_17/xcvr_reset_17,1,0,/run/devmap/xcvrs/xcvr_ctrl_17/xcvr_present_17,1,0,65,I2C,/run/devmap/xcvrs/xcvr_io_65,65,/sys/class/leds/port113_led1:blue:status,/sys/class/leds/port113_led2:amber:status
66,1 2 3 4 5 6 7 8,1,66,CPLD,/run/devmap/xcvrs/xcvr_ctrl_18/xcvr_reset_18,1,0,/run/devmap/xcvrs/xcvr_ctrl_18/xcvr_present_18,1,0,66,I2C,/run/devmap/xcvrs/xcvr_io_66,66,/sys/class/leds/port114_led1:blue:status,/sys/class/leds/port114_led2:amber:status
67,1 2 3 4 5 6 7 8,1,67,CPLD,/run/devmap/xcvrs/xcvr_ctrl_65/xcvr_reset_65,1,0,/run/devmap/xcvrs/xcvr_ctrl_65/xcvr_present_65,1,0,67,I2C,/run/devmap/xcvrs/xcvr_io_67,67,/sys/class/leds/port17_led1:blue:status,/sys/class/leds/port17_led2:amber:status
68,1 2 3 4 5 6 7 8,1,68,CPLD,/run/devmap/xcvrs/xcvr_ctrl_66/xcvr_reset_66,1,0,/run/devmap/xcvrs/xcvr_ctrl_66/xcvr_present_66,1,0,68,I2C,/run/devmap/xcvrs/xcvr_io_68,68,/sys/class/leds/port18_led1:blue:status,/sys/class/leds/port18_led2:amber:status
