System_Vendor,Platform_Type,Product_Name_Prefixes,Mode_Names,Asic_Type,Variant_Attributes
nexthop,PLATFORM_M4062NHP,M4062NHP,m4062nhp,ASIC_TYPE_TOMAHAWK6,hwrev_state1_substate1_respin0=true
