Global_PortID,Logical_PortID,Port_Name,Supported_Port_Profiles,Attached_CoreID,Attached_Core_PortID,Virtual_Device_ID,Port_Type,Scope,Parent_Port,Controlling_Port
40,40,eth1/5/8,53-47,,,,0,0,,37
41,41,eth1/6/1,63-52-51-53-47,,,,0,0,,41
42,42,eth1/6/2,53-47,,,,0,0,,41
43,43,eth1/6/3,51-53-47,,,,0,0,,41
44,44,eth1/6/4,53-47,,,,0,0,,41
45,45,eth1/6/5,52-51-53-47,,,,0,0,,41
46,46,eth1/6/6,53-47,,,,0,0,,45
47,47,eth1/6/7,51-53-47,,,,0,0,,45
48,48,eth1/6/8,53-47,,,,0,0,,45
49,49,eth1/7/1,63-52-51-53-47,,,,0,0,,49
50,50,eth1/7/2,53-47,,,,0,0,,49
51,51,eth1/7/3,51-53-47,,,,0,0,,49
52,52,eth1/7/4,53-47,,,,0,0,,49
53,53,eth1/7/5,52-51-53-47,,,,0,0,,49
54,54,eth1/7/6,53-47,,,,0,0,,53
