Global_PortID,Logical_PortID,Port_Name,Supported_Port_Profiles,Attached_CoreID,Attached_Core_PortID,Virtual_Device_ID,Port_Type,Scope
1,1,eth1/3/1,59,,,,0,0
2,2,eth1/3/2,59,,,,0,0
3,3,eth1/3/3,59,,,,0,0
4,4,eth1/3/4,59,,,,0,0
5,5,eth1/3/5,59,,,,0,0
6,6,eth1/3/6,59,,,,0,0
7,7,eth1/3/7,59,,,,0,0
8,8,eth1/3/8,59,,,,0,0
9,9,eth1/4/1,59,,,,0,0
10,10,eth1/4/2,59,,,,0,0
11,11,eth1/4/3,59,,,,0,0
12,12,eth1/4/4,59,,,,0,0
13,13,eth1/4/5,59,,,,0,0
14,14,eth1/4/6,59,,,,0,0
15,15,eth1/4/7,59,,,,0,0
16,16,eth1/4/8,59,,,,0,0
17,17,eth1/5/1,59,,,,0,0
18,18,eth1/5/2,59,,,,0,0
19,19,eth1/5/3,59,,,,0,0
20,20,eth1/5/4,59,,,,0,0
21,21,eth1/5/5,59,,,,0,0
22,22,eth1/5/6,59,,,,0,0
23,23,eth1/5/7,59,,,,0,0
24,24,eth1/5/8,59,,,,0,0
25,25,eth1/6/1,59,,,,0,0
26,26,eth1/6/2,59,,,,0,0
27,27,eth1/6/3,59,,,,0,0
28,28,eth1/6/4,59,,,,0,0
29,29,eth1/6/5,59,,,,0,0
30,30,eth1/6/6,59,,,,0,0
31,31,eth1/6/7,59,,,,0,0
32,32,eth1/6/8,59,,,,0,0
33,33,eth1/7/1,59,,,,0,0
34,34,eth1/7/2,59,,,,0,0
35,35,eth1/7/3,59,,,,0,0
36,36,eth1/7/4,59,,,,0,0
37,37,eth1/7/5,59,,,,0,0
38,38,eth1/7/6,59,,,,0,0
39,39,eth1/7/7,59,,,,0,0
40,40,eth1/7/8,59,,,,0,0
41,41,eth1/8/1,59,,,,0,0
42,42,eth1/8/2,59,,,,0,0
43,43,eth1/8/3,59,,,,0,0
44,44,eth1/8/4,59,,,,0,0
45,45,eth1/8/5,59,,,,0,0
46,46,eth1/8/6,59,,,,0,0
47,47,eth1/8/7,59,,,,0,0
48,48,eth1/8/8,59,,,,0,0
49,49,eth1/9/1,59,,,,0,0
50,50,eth1/9/2,59,,,,0,0
51,51,eth1/9/3,59,,,,0,0
52,52,eth1/9/4,59,,,,0,0
53,59,eth1/9/5,59,,,,0,0
54,54,eth1/9/6,59,,,,0,0
55,55,eth1/9/7,59,,,,0,0
56,56,eth1/9/8,59,,,,0,0
57,57,eth1/10/1,59,,,,0,0
58,58,eth1/10/2,59,,,,0,0
59,59,eth1/10/3,59,,,,0,0
60,60,eth1/10/4,59,,,,0,0
61,61,eth1/10/5,59,,,,0,0
62,62,eth1/10/6,59,,,,0,0
63,63,eth1/10/7,59,,,,0,0
64,64,eth1/10/8,59,,,,0,0
65,65,eth1/11/1,59,,,,0,0
66,66,eth1/11/2,59,,,,0,0
67,67,eth1/11/3,59,,,,0,0
68,68,eth1/11/4,59,,,,0,0
69,69,eth1/11/5,59,,,,0,0
70,70,eth1/11/6,59,,,,0,0
71,71,eth1/11/7,59,,,,0,0
72,72,eth1/11/8,59,,,,0,0
73,73,eth1/12/1,59,,,,0,0
74,74,eth1/12/2,59,,,,0,0
75,75,eth1/12/3,59,,,,0,0
76,76,eth1/12/4,59,,,,0,0
77,77,eth1/12/5,59,,,,0,0
78,78,eth1/12/6,59,,,,0,0
79,79,eth1/12/7,59,,,,0,0
80,80,eth1/12/8,59,,,,0,0
81,81,eth1/13/1,59,,,,0,0
82,82,eth1/13/2,59,,,,0,0
83,83,eth1/13/3,59,,,,0,0
84,84,eth1/13/4,59,,,,0,0
85,85,eth1/13/5,59,,,,0,0
86,86,eth1/13/6,59,,,,0,0
87,87,eth1/13/7,59,,,,0,0
88,88,eth1/13/8,59,,,,0,0
89,89,eth1/14/1,59,,,,0,0
90,90,eth1/14/2,59,,,,0,0
91,91,eth1/14/3,59,,,,0,0
92,92,eth1/14/4,59,,,,0,0
93,93,eth1/14/5,59,,,,0,0
94,94,eth1/14/6,59,,,,0,0
95,95,eth1/14/7,59,,,,0,0
96,96,eth1/14/8,59,,,,0,0
97,97,eth1/15/1,59,,,,0,0
98,98,eth1/15/2,59,,,,0,0
99,99,eth1/15/3,59,,,,0,0
100,100,eth1/15/4,59,,,,0,0
101,101,eth1/15/5,59,,,,0,0
102,102,eth1/15/6,59,,,,0,0
103,103,eth1/15/7,59,,,,0,0
104,104,eth1/15/8,59,,,,0,0
105,105,eth1/16/1,59,,,,0,0
106,106,eth1/16/2,59,,,,0,0
107,107,eth1/16/3,59,,,,0,0
108,108,eth1/16/4,59,,,,0,0
109,109,eth1/16/5,59,,,,0,0
110,110,eth1/16/6,59,,,,0,0
111,111,eth1/16/7,59,,,,0,0
112,112,eth1/16/8,59,,,,0,0
113,113,eth1/17/1,59,,,,0,0
114,114,eth1/17/2,59,,,,0,0
115,115,eth1/17/3,59,,,,0,0
116,116,eth1/17/4,59,,,,0,0
117,117,eth1/17/5,59,,,,0,0
118,118,eth1/17/6,59,,,,0,0
119,119,eth1/17/7,59,,,,0,0
120,120,eth1/17/8,59,,,,0,0
121,121,eth1/18/1,59,,,,0,0
