Global_PortID,Logical_PortID,Port_Name,Supported_Port_Profiles,Attached_CoreID,Attached_Core_PortID,Virtual_Device_ID,Port_Type,Scope,Parent_Port,Controlling_Port
117,117,eth1/24/5,19-21-22-24-32-38-43-45-55-56,,,,0,0,,113
118,118,eth1/24/6,43-56,,,,0,0,,113
119,119,eth1/24/7,19-21-43-55-56,,,,0,0,,113
120,120,eth1/24/8,43-56,,,,0,0,,113
121,121,eth1/25/1,23-25-38-39,,,,0,0,,121
122,122,eth1/25/5,23-25-38,,,,0,0,,121
123,123,eth1/26/1,23-25-38-39,,,,0,0,,123
124,124,eth1/26/5,23-25-38,,,,0,0,,123
125,125,eth1/27/1,19-21-22-24-32-38-39-43-45-50-55-56,,,,0,0,,125
126,126,eth1/27/2,43-56,,,,0,0,,125
127,127,eth1/27/3,19-21-43-55-56,,,,0,0,,125
128,128,eth1/27/4,43-56,,,,0,0,,125
129,129,eth1/27/5,19-21-22-24-32-38-43-45-55-56,,,,0,0,,125
130,130,eth1/27/6,43-56,,,,0,0,,125
131,131,eth1/27/7,19-21-43-55-56,,,,0,0,,125
132,132,eth1/27/8,43-56,,,,0,0,,125
133,133,eth1/28/1,19-21-22-24-32-38-39-43-45-50-55-56,,,,0,0,,133
134,134,eth1/28/2,43-56,,,,0,0,,133
135,135,eth1/28/3,19-21-43-55-56,,,,0,0,,133
136,136,eth1/28/4,43-56,,,,0,0,,133
137,137,eth1/28/5,19-21-22-24-32-38-43-45-55-56,,,,0,0,,133
138,138,eth1/28/6,43-56,,,,0,0,,133
139,139,eth1/28/7,19-21-43-55-56,,,,0,0,,133
140,140,eth1/28/8,43-56,,,,0,0,,133
141,141,eth1/29/1,23-25-38-39,,,,0,0,,141
142,142,eth1/29/5,23-25-38,,,,0,0,,141
143,143,eth1/30/1,23-25-38-39,,,,0,0,,143
144,144,eth1/30/5,23-25-38,,,,0,0,,143
145,145,eth1/31/1,19-21-22-24-32-38-39-43-45-50-55-56,,,,0,0,,145
146,146,eth1/31/2,43-56,,,,0,0,,145
147,147,eth1/31/3,19-21-43-55-56,,,,0,0,,145
148,148,eth1/31/4,43-56,,,,0,0,,145
149,149,eth1/31/5,19-21-22-24-32-38-43-45-55-56,,,,0,0,,145
150,150,eth1/31/6,43-56,,,,0,0,,145
151,151,eth1/31/7,19-21-43-55-56,,,,0,0,,145
152,152,eth1/31/8,43-56,,,,0,0,,145
153,153,eth1/32/1,19-21-22-24-32-38-39-43-45-50-55-56,,,,0,0,,153
154,154,eth1/32/2,43-56,,,,0,0,,153
155,155,eth1/32/3,19-21-43-55-56,,,,0,0,,153
156,156,eth1/32/4,43-56,,,,0,0,,153
157,157,eth1/32/5,19-21-22-24-32-38-43-45-55-56,,,,0,0,,153
158,158,eth1/32/6,43-56,,,,0,0,,153
159,159,eth1/32/7,19-21-43-55-56,,,,0,0,,153
160,160,eth1/32/8,43-56,,,,0,0,,153
161,161,eth1/33/1,12-30-48,,,,0,0,,161
162,162,eth1/33/2,12-30,,,,0,0,,161
