System_Vendor,Platform_Type,Product_Name_Prefixes,Mode_Names,Asic_Type
nexthop,PLATFORM_WEDGE800BNHP,Wedge800BNHP,wedge800bnhp,ASIC_TYPE_TOMAHAWK5
